filename,label
jet_000537.png,1
jet_000858.png,1
jet_000284.png,0
jet_000454.png,1
jet_000244.png,0
jet_000301.png,1
jet_000431.png,0
jet_000663.png,0
jet_000986.png,0
jet_000722.png,0
jet_000720.png,1
jet_000009.png,1
jet_000156.png,1
jet_000195.png,1
jet_000782.png,1
jet_000535.png,0
jet_000029.png,1
jet_000734.png,0
jet_000045.png,1
jet_000333.png,0
jet_000923.png,0
jet_000717.png,0
jet_000088.png,1
jet_000802.png,1
jet_000223.png,0
jet_000317.png,0
jet_000295.png,0
jet_000090.png,0
jet_000947.png,0
jet_000093.png,0
jet_000911.png,1
jet_000861.png,0
jet_000366.png,1
jet_000834.png,1
jet_000553.png,0
jet_000721.png,1
jet_000267.png,1
jet_000560.png,1
jet_000429.png,0
jet_000309.png,1
jet_000761.png,1
jet_000830.png,1
jet_000471.png,1
jet_000460.png,0
jet_000173.png,1
jet_000035.png,1
jet_000608.png,0
jet_000883.png,0
jet_000864.png,1
jet_000691.png,0
jet_000665.png,0
jet_000501.png,1
jet_000888.png,1
jet_000806.png,0
jet_000232.png,0
jet_000769.png,1
jet_000500.png,0
jet_000251.png,1
jet_000615.png,1
jet_000678.png,1
jet_000404.png,1
jet_000006.png,1
jet_000483.png,1
jet_000838.png,0
jet_000635.png,1
jet_000775.png,0
jet_000190.png,0
jet_000300.png,0
jet_000847.png,1
jet_000296.png,0
jet_000050.png,1
jet_000131.png,1
jet_000577.png,0
jet_000064.png,1
jet_000037.png,1
jet_000098.png,1
jet_000209.png,1
jet_000395.png,1
jet_000874.png,1
jet_000819.png,0
jet_000729.png,0
jet_000866.png,1
jet_000464.png,1
jet_000368.png,1
jet_000411.png,0
jet_000925.png,0
jet_000804.png,1
jet_000778.png,1
jet_000288.png,1
jet_000421.png,0
jet_000796.png,0
jet_000995.png,0
jet_000714.png,0
jet_000884.png,1
jet_000851.png,0
jet_000651.png,0
jet_000534.png,1
jet_000886.png,0
jet_000158.png,1
jet_000008.png,1
jet_000638.png,1
jet_000115.png,0
jet_000461.png,1
jet_000044.png,1
jet_000694.png,0
jet_000604.png,1
jet_000531.png,0
jet_000151.png,0
jet_000367.png,0
jet_000150.png,1
jet_000327.png,1
jet_000169.png,0
jet_000962.png,1
jet_000046.png,1
jet_000275.png,1
jet_000786.png,1
jet_000335.png,1
jet_000870.png,1
jet_000482.png,0
jet_000554.png,1
jet_000270.png,0
jet_000374.png,1
jet_000617.png,0
jet_000525.png,1
jet_000613.png,1
jet_000359.png,0
jet_000409.png,1
jet_000277.png,0
jet_000051.png,1
jet_000410.png,1
jet_000475.png,0
jet_000570.png,0
jet_000939.png,0
jet_000765.png,1
jet_000627.png,1
jet_000603.png,1
jet_000312.png,0
jet_000882.png,0
jet_000261.png,0
jet_000258.png,0
jet_000208.png,0
jet_000841.png,0
jet_000529.png,1
jet_000707.png,0
jet_000656.png,1
jet_000041.png,0
jet_000649.png,1
jet_000498.png,1
jet_000865.png,1
jet_000406.png,1
jet_000128.png,1
jet_000992.png,0
jet_000556.png,0
jet_000365.png,0
jet_000250.png,1
jet_000236.png,1
jet_000163.png,1
jet_000688.png,0
jet_000932.png,0
jet_000538.png,1
jet_000774.png,0
jet_000732.png,0
jet_000182.png,1
jet_000423.png,1
jet_000548.png,1
jet_000146.png,1
jet_000159.png,0
jet_000513.png,0
jet_000217.png,1
jet_000822.png,0
jet_000914.png,1
jet_000259.png,1
jet_000399.png,0
jet_000130.png,0
jet_000481.png,0
jet_000118.png,1
jet_000488.png,1
jet_000564.png,1
jet_000304.png,0
jet_000028.png,0
jet_000380.png,1
jet_000297.png,0
jet_000595.png,1
jet_000318.png,0
jet_000545.png,1
jet_000735.png,1
jet_000418.png,0
jet_000016.png,0
jet_000976.png,1
jet_000569.png,0
jet_000231.png,1
jet_000519.png,1
jet_000338.png,0
jet_000453.png,0
jet_000587.png,0
jet_000852.png,1
jet_000266.png,0
jet_000018.png,1
jet_000621.png,0
jet_000403.png,0
jet_000077.png,0
jet_000510.png,0
jet_000971.png,1
jet_000907.png,1
jet_000744.png,1
jet_000372.png,0
jet_000973.png,1
jet_000065.png,1
jet_000672.png,1
jet_000647.png,1
jet_000495.png,0
jet_000614.png,1
jet_000400.png,1
jet_000235.png,0
jet_000693.png,1
jet_000574.png,0
jet_000459.png,1
jet_000314.png,0
jet_000024.png,1
jet_000206.png,1
jet_000416.png,0
jet_000398.png,1
jet_000269.png,1
jet_000171.png,0
jet_000152.png,1
jet_000160.png,1
jet_000233.png,0
jet_000631.png,1
jet_000871.png,0
jet_000655.png,0
jet_000260.png,1
jet_000821.png,0
jet_000408.png,1
jet_000926.png,1
jet_000772.png,0
jet_000401.png,1
jet_000040.png,0
jet_000031.png,0
jet_000242.png,1
jet_000684.png,0
jet_000764.png,1
jet_000815.png,0
jet_000094.png,0
jet_000388.png,1
jet_000626.png,1
jet_000960.png,0
jet_000739.png,1
jet_000176.png,0
jet_000829.png,0
jet_000248.png,0
jet_000079.png,0
jet_000946.png,0
jet_000826.png,0
jet_000985.png,1
jet_000758.png,0
jet_000718.png,0
jet_000125.png,0
jet_000669.png,0
jet_000455.png,0
jet_000271.png,0
jet_000068.png,0
jet_000101.png,1
jet_000789.png,1
jet_000348.png,0
jet_000319.png,0
jet_000601.png,0
jet_000853.png,1
jet_000846.png,1
jet_000951.png,1
jet_000055.png,0
jet_000646.png,1
jet_000619.png,1
jet_000036.png,1
jet_000241.png,1
jet_000575.png,0
jet_000921.png,1
jet_000034.png,0
jet_000918.png,0
jet_000246.png,0
jet_000905.png,0
jet_000293.png,0
jet_000076.png,0
jet_000153.png,1
jet_000855.png,1
jet_000465.png,1
jet_000237.png,1
jet_000653.png,1
jet_000934.png,1
jet_000652.png,0
jet_000839.png,0
jet_000138.png,1
jet_000164.png,0
jet_000124.png,0
jet_000784.png,1
jet_000435.png,1
jet_000503.png,1
jet_000433.png,1
jet_000968.png,0
jet_000599.png,0
jet_000073.png,0
jet_000142.png,1
jet_000771.png,1
jet_000447.png,0
jet_000902.png,1
jet_000276.png,1
jet_000724.png,0
jet_000597.png,1
jet_000095.png,1
jet_000185.png,0
jet_000591.png,0
jet_000230.png,0
jet_000310.png,1
jet_000316.png,0
jet_000756.png,0
jet_000020.png,0
jet_000950.png,0
jet_000505.png,0
jet_000083.png,1
jet_000334.png,0
jet_000844.png,0
jet_000043.png,1
jet_000873.png,0
jet_000731.png,0
jet_000240.png,1
jet_000245.png,0
jet_000994.png,0
jet_000390.png,1
jet_000675.png,1
jet_000249.png,0
jet_000680.png,1
jet_000263.png,0
jet_000842.png,1
jet_000700.png,1
jet_000835.png,0
jet_000644.png,1
jet_000082.png,0
jet_000349.png,1
jet_000533.png,0
jet_000674.png,1
jet_000867.png,1
jet_000425.png,0
jet_000817.png,0
jet_000667.png,0
jet_000981.png,0
jet_000991.png,0
jet_000397.png,1
jet_000074.png,0
jet_000136.png,0
jet_000571.png,0
jet_000292.png,0
jet_000901.png,0
jet_000342.png,1
jet_000415.png,0
jet_000166.png,0
jet_000361.png,1
jet_000393.png,1
jet_000808.png,1
jet_000514.png,0
jet_000999.png,1
jet_000026.png,1
jet_000449.png,1
jet_000812.png,0
jet_000964.png,0
jet_000379.png,1
jet_000580.png,1
jet_000507.png,0
jet_000794.png,1
jet_000494.png,0
jet_000228.png,0
jet_000616.png,1
jet_000551.png,0
jet_000358.png,1
jet_000681.png,0
jet_000038.png,1
jet_000286.png,0
jet_000047.png,1
jet_000917.png,0
jet_000736.png,0
jet_000281.png,1
jet_000191.png,1
jet_000892.png,1
jet_000791.png,1
jet_000728.png,1
jet_000543.png,1
jet_000476.png,0
jet_000743.png,1
jet_000456.png,1
jet_000541.png,0
jet_000862.png,0
jet_000919.png,0
jet_000974.png,1
jet_000285.png,0
jet_000278.png,0
jet_000143.png,0
jet_000996.png,1
jet_000438.png,0
jet_000896.png,1
jet_000906.png,1
jet_000706.png,1
jet_000824.png,0
jet_000592.png,1
jet_000702.png,0
jet_000129.png,0
jet_000532.png,1
jet_000887.png,0
jet_000516.png,0
jet_000017.png,0
jet_000637.png,1
jet_000520.png,0
jet_000000.png,1
jet_000257.png,1
jet_000027.png,0
jet_000904.png,1
jet_000813.png,0
jet_000657.png,0
jet_000596.png,0
jet_000584.png,1
jet_000750.png,1
jet_000623.png,1
jet_000061.png,0
jet_000096.png,1
jet_000376.png,0
jet_000048.png,0
jet_000452.png,1
jet_000458.png,1
jet_000990.png,1
jet_000629.png,1
jet_000344.png,1
jet_000662.png,1
jet_000555.png,0
jet_000357.png,0
jet_000066.png,0
jet_000891.png,0
jet_000315.png,1
jet_000307.png,1
jet_000679.png,1
jet_000168.png,1
jet_000468.png,0
jet_000803.png,0
jet_000430.png,1
jet_000226.png,1
jet_000549.png,0
jet_000944.png,1
jet_000126.png,1
jet_000354.png,0
jet_000298.png,1
jet_000552.png,0
jet_000712.png,1
jet_000687.png,0
jet_000067.png,1
jet_000767.png,1
jet_000726.png,0
jet_000659.png,1
jet_000581.png,1
jet_000264.png,1
jet_000145.png,0
jet_000690.png,0
jet_000757.png,1
jet_000787.png,1
jet_000816.png,0
jet_000469.png,0
jet_000063.png,0
jet_000004.png,1
jet_000524.png,1
jet_000682.png,0
jet_000100.png,0
jet_000392.png,1
jet_000019.png,0
jet_000875.png,1
jet_000857.png,0
jet_000605.png,1
jet_000502.png,1
jet_000033.png,1
jet_000523.png,1
jet_000654.png,1
jet_000957.png,0
jet_000229.png,1
jet_000108.png,1
jet_000869.png,0
jet_000805.png,0
jet_000268.png,1
jet_000212.png,1
jet_000363.png,0
jet_000936.png,1
jet_000443.png,1
jet_000636.png,0
jet_000137.png,0
jet_000863.png,0
jet_000927.png,0
jet_000167.png,1
jet_000360.png,0
jet_000942.png,0
jet_000790.png,0
jet_000216.png,0
jet_000328.png,1
jet_000928.png,1
jet_000711.png,0
jet_000072.png,1
jet_000463.png,1
jet_000087.png,1
jet_000643.png,0
jet_000120.png,1
jet_000025.png,0
jet_000203.png,0
jet_000089.png,0
jet_000099.png,0
jet_000211.png,1
jet_000759.png,0
jet_000622.png,1
jet_000305.png,1
jet_000671.png,1
jet_000042.png,1
jet_000341.png,0
jet_000900.png,1
jet_000916.png,0
jet_000565.png,0
jet_000132.png,1
jet_000113.png,1
jet_000466.png,0
jet_000854.png,0
jet_000963.png,0
jet_000929.png,1
jet_000484.png,0
jet_000473.png,0
jet_000078.png,1
jet_000980.png,1
jet_000205.png,0
jet_000134.png,1
jet_000058.png,0
jet_000893.png,1
jet_000140.png,0
jet_000673.png,1
